date,year,month,week,interest_rate_20y,usury_rate,pinel,covid_impact,seasonality,baseline_leads,spend_tv,spend_google_ads,spend_meta,spend_google_play,spend_apple_search_ads,adstock_tv,adstock_google_ads,adstock_meta,adstock_google_play,adstock_apple_search_ads,saturated_tv,saturated_google_ads,saturated_meta,saturated_google_play,saturated_apple_search_ads,leads,app_downloads,region
2020-01-06,2020,1,2,1.2083333333333257,2.2924804318141154,1.0,1.0,0.8543587273860922,636825.8514131719,2654.5254456776092,28318.75018108677,10793.972738151322,3047.652347344814,1550.520970497741,10618.101782710437,113275.00072434708,43175.89095260529,12190.609389379257,6202.083881990964,0.012179797859987485,0.4568500391727611,0.41227984417365415,0.39114834409304905,0.34873413786709834,193516,64327,Île-de-France
2020-01-06,2020,1,2,1.2083333333333257,2.2924804318141154,1.0,1.0,0.8543587273860922,636825.8514131719,1274.1722139252524,13593.00008692165,5181.106914312634,1462.8731267255107,744.2500658389157,10618.101782710437,113275.00072434708,43175.89095260529,12190.609389379257,6202.083881990964,0.012179797859987485,0.4568500391727611,0.41227984417365415,0.39114834409304905,0.34873413786709834,99257,32994,Auvergne-Rhône-Alpes
2020-01-06,2020,1,2,1.2083333333333257,2.2924804318141154,1.0,1.0,0.8543587273860922,636825.8514131719,849.448142616835,9062.000057947766,3454.071276208423,975.2487511503406,496.16671055927713,10618.101782710437,113275.00072434708,43175.89095260529,12190.609389379257,6202.083881990964,0.012179797859987485,0.4568500391727611,0.41227984417365415,0.39114834409304905,0.34873413786709834,74296,24696,Nouvelle-Aquitaine
2020-01-06,2020,1,2,1.2083333333333257,2.2924804318141154,1.0,1.0,0.8543587273860922,636825.8514131719,955.6291604439393,10194.750065191236,3885.830185734476,1097.154845044133,558.1875493791867,10618.101782710437,113275.00072434708,43175.89095260529,12190.609389379257,6202.083881990964,0.012179797859987485,0.4568500391727611,0.41227984417365415,0.39114834409304905,0.34873413786709834,76592,25460,Occitanie
2020-01-06,2020,1,2,1.2083333333333257,2.2924804318141154,1.0,1.0,0.8543587273860922,636825.8514131719,743.2671247897307,7929.250050704296,3022.3123666823703,853.342657256548,434.1458717393675,10618.101782710437,113275.00072434708,43175.89095260529,12190.609389379257,6202.083881990964,0.012179797859987485,0.4568500391727611,0.41227984417365415,0.39114834409304905,0.34873413786709834,58765,19534,Hauts-de-France
2020-01-06,2020,1,2,1.2083333333333257,2.2924804318141154,1.0,1.0,0.8543587273860922,636825.8514131719,637.0861069626262,6796.500043460825,2590.553457156317,731.4365633627554,372.12503291945785,10618.101782710437,113275.00072434708,43175.89095260529,12190.609389379257,6202.083881990964,0.012179797859987485,0.4568500391727611,0.41227984417365415,0.39114834409304905,0.34873413786709834,50625,16828,Grand Est
2020-01-06,2020,1,2,1.2083333333333257,2.2924804318141154,1.0,1.0,0.8543587273860922,636825.8514131719,1061.8101782710437,11327.500072434708,4317.589095260529,1219.0609389379258,620.2083881990965,10618.101782710437,113275.00072434708,43175.89095260529,12190.609389379257,6202.083881990964,0.012179797859987485,0.4568500391727611,0.41227984417365415,0.39114834409304905,0.34873413786709834,80141,26639,Provence-Alpes-Côte d'Azur
2020-01-06,2020,1,2,1.2083333333333257,2.2924804318141154,1.0,1.0,0.8543587273860922,636825.8514131719,530.9050891355218,5663.750036217354,2158.7945476302643,609.5304694689629,310.10419409954824,10618.101782710437,113275.00072434708,43175.89095260529,12190.609389379257,6202.083881990964,0.012179797859987485,0.4568500391727611,0.41227984417365415,0.39114834409304905,0.34873413786709834,41430,13772,Pays de la Loire
2020-01-06,2020,1,2,1.2083333333333257,2.2924804318141154,1.0,1.0,0.8543587273860922,636825.8514131719,530.9050891355218,5663.750036217354,2158.7945476302643,609.5304694689629,310.10419409954824,10618.101782710437,113275.00072434708,43175.89095260529,12190.609389379257,6202.083881990964,0.012179797859987485,0.4568500391727611,0.41227984417365415,0.39114834409304905,0.34873413786709834,41440,13775,Bretagne
2020-01-06,2020,1,2,1.2083333333333257,2.2924804318141154,1.0,1.0,0.8543587273860922,636825.8514131719,424.7240713084175,4531.000028973883,1727.0356381042116,487.6243755751703,248.08335527963857,10618.101782710437,113275.00072434708,43175.89095260529,12190.609389379257,6202.083881990964,0.012179797859987485,0.4568500391727611,0.41227984417365415,0.39114834409304905,0.34873413786709834,30991,10301,Normandie
2020-01-06,2020,1,2,1.2083333333333257,2.2924804318141154,1.0,1.0,0.8543587273860922,636825.8514131719,318.5430534813131,3398.2500217304123,1295.2767285781586,365.7182816813777,186.06251645972893,10618.101782710437,113275.00072434708,43175.89095260529,12190.609389379257,6202.083881990964,0.012179797859987485,0.4568500391727611,0.41227984417365415,0.39114834409304905,0.34873413786709834,26894,8940,Bourgogne-Franche-Comté
2020-01-06,2020,1,2,1.2083333333333257,2.2924804318141154,1.0,1.0,0.8543587273860922,636825.8514131719,318.5430534813131,3398.2500217304123,1295.2767285781586,365.7182816813777,186.06251645972893,10618.101782710437,113275.00072434708,43175.89095260529,12190.609389379257,6202.083881990964,0.012179797859987485,0.4568500391727611,0.41227984417365415,0.39114834409304905,0.34873413786709834,25102,8344,Centre-Val de Loire
2020-01-06,2020,1,2,1.2083333333333257,2.2924804318141154,1.0,1.0,0.8543587273860922,636825.8514131719,106.18101782710437,1132.7500072434707,431.7589095260529,121.90609389379257,62.02083881990964,10618.101782710437,113275.00072434708,43175.89095260529,12190.609389379257,6202.083881990964,0.012179797859987485,0.4568500391727611,0.41227984417365415,0.39114834409304905,0.34873413786709834,9057,3010,Corse
2020-01-13,2020,1,3,1.2083333333333257,2.2924804318141154,1.0,1.0,0.8597475635971878,640842.6070197502,1834.97945126076,20508.231606471745,11397.792655987208,3051.9512705506154,2171.581650020551,15303.494142075868,87696.67646210434,56385.143362100156,13426.866021140388,9306.5349882813,0.01654432779850147,0.4315808913494981,0.44495233406645995,0.4050341195269186,0.40585939864712917,220765,63201,Île-de-France
2020-01-13,2020,1,3,1.2083333333333257,2.2924804318141154,1.0,1.0,0.8597475635971878,640842.6070197502,880.7901366051648,9843.951171106437,5470.94047487386,1464.9366098642954,1042.3591920098645,15303.494142075868,87696.67646210434,56385.143362100156,13426.866021140388,9306.5349882813,0.01654432779850147,0.4315808913494981,0.44495233406645995,0.4050341195269186,0.40585939864712917,93324,26717,Auvergne-Rhône-Alpes
2020-01-13,2020,1,3,1.2083333333333257,2.2924804318141154,1.0,1.0,0.8597475635971878,640842.6070197502,587.1934244034433,6562.634114070958,3647.293649915907,976.624406576197,694.9061280065763,15303.494142075868,87696.67646210434,56385.143362100156,13426.866021140388,9306.5349882813,0.01654432779850147,0.4315808913494981,0.44495233406645995,0.4050341195269186,0.40585939864712917,68096,19494,Nouvelle-Aquitaine
2020-01-13,2020,1,3,1.2083333333333257,2.2924804318141154,1.0,1.0,0.8597475635971878,640842.6070197502,660.5926024538736,7382.963378329828,4103.205356155395,1098.7024573982214,781.7693940073983,15303.494142075868,87696.67646210434,56385.143362100156,13426.866021140388,9306.5349882813,0.01654432779850147,0.4315808913494981,0.44495233406645995,0.4050341195269186,0.40585939864712917,73859,21144,Occitanie
2020-01-13,2020,1,3,1.2083333333333257,2.2924804318141154,1.0,1.0,0.8597475635971878,640842.6070197502,513.7942463530129,5742.304849812089,3191.381943676419,854.5463557541724,608.0428620057544,15303.494142075868,87696.67646210434,56385.143362100156,13426.866021140388,9306.5349882813,0.01654432779850147,0.4315808913494981,0.44495233406645995,0.4050341195269186,0.40585939864712917,62158,17794,Hauts-de-France
2020-01-13,2020,1,3,1.2083333333333257,2.2924804318141154,1.0,1.0,0.8597475635971878,640842.6070197502,440.3950683025824,4921.9755855532185,2735.47023743693,732.4683049321477,521.1795960049323,15303.494142075868,87696.67646210434,56385.143362100156,13426.866021140388,9306.5349882813,0.01654432779850147,0.4315808913494981,0.44495233406645995,0.4050341195269186,0.40585939864712917,46699,13369,Grand Est
2020-01-13,2020,1,3,1.2083333333333257,2.2924804318141154,1.0,1.0,0.8597475635971878,640842.6070197502,733.9917805043041,8203.292642588698,4559.117062394884,1220.7805082202462,868.6326600082205,15303.494142075868,87696.67646210434,56385.143362100156,13426.866021140388,9306.5349882813,0.01654432779850147,0.4315808913494981,0.44495233406645995,0.4050341195269186,0.40585939864712917,85458,24465,Provence-Alpes-Côte d'Azur
2020-01-13,2020,1,3,1.2083333333333257,2.2924804318141154,1.0,1.0,0.8597475635971878,640842.6070197502,366.99589025215204,4101.646321294349,2279.558531197442,610.3902541101231,434.3163300041102,15303.494142075868,87696.67646210434,56385.143362100156,13426.866021140388,9306.5349882813,0.01654432779850147,0.4315808913494981,0.44495233406645995,0.4050341195269186,0.40585939864712917,42151,12067,Pays de la Loire
2020-01-13,2020,1,3,1.2083333333333257,2.2924804318141154,1.0,1.0,0.8597475635971878,640842.6070197502,366.99589025215204,4101.646321294349,2279.558531197442,610.3902541101231,434.3163300041102,15303.494142075868,87696.67646210434,56385.143362100156,13426.866021140388,9306.5349882813,0.01654432779850147,0.4315808913494981,0.44495233406645995,0.4050341195269186,0.40585939864712917,39572,11328,Bretagne
2020-01-13,2020,1,3,1.2083333333333257,2.2924804318141154,1.0,1.0,0.8597475635971878,640842.6070197502,293.59671220172163,3281.317057035479,1823.6468249579534,488.3122032880985,347.45306400328815,15303.494142075868,87696.67646210434,56385.143362100156,13426.866021140388,9306.5349882813,0.01654432779850147,0.4315808913494981,0.44495233406645995,0.4050341195269186,0.40585939864712917,30610,8763,Normandie
2020-01-13,2020,1,3,1.2083333333333257,2.2924804318141154,1.0,1.0,0.8597475635971878,640842.6070197502,220.1975341512912,2460.9877927766092,1367.735118718465,366.23415246607385,260.5897980024661,15303.494142075868,87696.67646210434,56385.143362100156,13426.866021140388,9306.5349882813,0.01654432779850147,0.4315808913494981,0.44495233406645995,0.4050341195269186,0.40585939864712917,25507,7302,Bourgogne-Franche-Comté
2020-01-13,2020,1,3,1.2083333333333257,2.2924804318141154,1.0,1.0,0.8597475635971878,640842.6070197502,220.1975341512912,2460.9877927766092,1367.735118718465,366.23415246607385,260.5897980024661,15303.494142075868,87696.67646210434,56385.143362100156,13426.866021140388,9306.5349882813,0.01654432779850147,0.4315808913494981,0.44495233406645995,0.4050341195269186,0.40585939864712917,25938,7425,Centre-Val de Loire
2020-01-13,2020,1,3,1.2083333333333257,2.2924804318141154,1.0,1.0,0.8597475635971878,640842.6070197502,73.39917805043041,820.3292642588698,455.91170623948835,122.07805082202462,86.86326600082204,15303.494142075868,87696.67646210434,56385.143362100156,13426.866021140388,9306.5349882813,0.01654432779850147,0.4315808913494981,0.44495233406645995,0.4050341195269186,0.40585939864712917,7948,2275,Corse
2020-01-20,2020,1,4,1.2083333333333257,2.2924804318141154,1.0,1.0,0.8671815961520185,646383.8205163892,1327.1918536092592,28486.71120641745,11245.991883601899,2371.5934436869834,1579.5530881079883,16786.388020993938,118331.67864877502,59080.25337493263,10829.060376861973,7248.865851260083,0.017873250178723026,0.46118797457011074,0.4507251276995432,0.37436231294063393,0.3702761540720863,218374,65525,Île-de-France
2020-01-20,2020,1,4,1.2083333333333257,2.2924804318141154,1.0,1.0,0.8671815961520185,646383.8205163892,637.0520897324444,13673.621379080376,5398.0761041289115,1138.364852969752,758.1854822918343,16786.388020993938,118331.67864877502,59080.25337493263,10829.060376861973,7248.865851260083,0.017873250178723026,0.46118797457011074,0.4507251276995432,0.37436231294063393,0.3702761540720863,99732,29925,Auvergne-Rhône-Alpes
2020-01-20,2020,1,4,1.2083333333333257,2.2924804318141154,1.0,1.0,0.8671815961520185,646383.8205163892,424.70139315496294,9115.747586053585,3598.7174027526075,758.9099019798347,505.4569881945563,16786.388020993938,118331.67864877502,59080.25337493263,10829.060376861973,7248.865851260083,0.017873250178723026,0.46118797457011074,0.4507251276995432,0.37436231294063393,0.3702761540720863,70808,21246,Nouvelle-Aquitaine
2020-01-20,2020,1,4,1.2083333333333257,2.2924804318141154,1.0,1.0,0.8671815961520185,646383.8205163892,477.7890672993333,10255.216034310282,4048.557078096683,853.7736397273139,568.6391117188757,16786.388020993938,118331.67864877502,59080.25337493263,10829.060376861973,7248.865851260083,0.017873250178723026,0.46118797457011074,0.4507251276995432,0.37436231294063393,0.3702761540720863,71805,21545,Occitanie
2020-01-20,2020,1,4,1.2083333333333257,2.2924804318141154,1.0,1.0,0.8671815961520185,646383.8205163892,371.6137190105926,7976.279137796887,3148.877727408532,664.0461642323554,442.27486467023675,16786.388020993938,118331.67864877502,59080.25337493263,10829.060376861973,7248.865851260083,0.017873250178723026,0.46118797457011074,0.4507251276995432,0.37436231294063393,0.3702761540720863,64061,19222,Hauts-de-France
2020-01-20,2020,1,4,1.2083333333333257,2.2924804318141154,1.0,1.0,0.8671815961520185,646383.8205163892,318.5260448662222,6836.810689540188,2699.0380520644558,569.182426484876,379.09274114591716,16786.388020993938,118331.67864877502,59080.25337493263,10829.060376861973,7248.865851260083,0.017873250178723026,0.46118797457011074,0.4507251276995432,0.37436231294063393,0.3702761540720863,48768,14633,Grand Est
